0.52615,-0.90514
0.83947,-0.45785
0.93959,0.20901
0.11794,0.88933
0.78895,-0.35137
0.86243,-0.15525
0.45964,-1.2251
0.70383,0.94422
0.72824,0.37235
0.70225,0.61832
0.83315,0.44748
0.1464,-0.98011
0.72411,0.68487
1.0848,-0.055469
0.77049,-0.46728
0.88108,-0.43252
0.58482,0.64817
0.23397,1.0038
0.67254,0.63739
0.3637,1.1176
0.75751,-0.066862
0.47818,-0.95819
0.74502,-0.36291
0.62964,-0.79869
0.69866,-0.80524
1.0039,-0.27663
0.51997,-0.839
0.62456,-0.58405
1.044,-0.21112
1.077,0.22962
0.76621,-0.43725
1.0836,-0.28759
0.9435,-0.046912
0.88268,-0.3016
0.89896,0.46838
0.86601,-0.66355
0.99538,0.24331
0.51723,0.89129
0.43989,0.89442
0.90085,-0.36293
1.0067,0.31119
0.83158,-0.65331
0.78963,0.34662
0.32083,-0.99092
0.43809,-0.80053
0.75928,-0.54552
0.20828,-1.2384
0.91241,0.2801
1.0916,0.11433
0.64003,0.7368
1.0546,0.072843
0.97613,0.62042
0.8172,-0.64657
0.75262,0.42534
0.8869,-0.062061
0.98474,-0.5136
0.73425,0.87777
0.87634,0.28417
1.0093,-0.21296
1.0217,0.23303
1.0014,-0.18852
0.94568,-0.72619
1.0553,0.28436
0.99039,-0.3316
1.0601,-0.36046
1.1571,0.21865
0.96887,-0.24666
1.0723,-0.17409
0.27316,0.92456
0.079225,-0.91163
0.8001,-0.56992
0.58946,-0.62488
0.19856,1.0007
0.94287,-0.36459
0.18322,0.82559
0.79352,0.027338
0.86053,-0.069349
0.72758,-0.6736
0.67574,-0.80896
0.96552,-0.050098
0.79691,-0.43872
0.29647,0.91672
0.66682,-0.71198
0.47318,0.76236
0.98106,0.48071
0.81393,-0.38965
0.692,-0.64142
0.8733,-0.55449
1.0961,-0.48249
0.60777,-0.98914
0.50431,0.96524
0.91654,-0.52301
0.75586,-0.64875
0.94638,0.074084
1.0356,-0.065358
0.38905,-0.95167
0.9917,-0.38035
0.87202,0.22314
0.59767,0.67891
0.98996,-0.27018
0.71036,0.38814
0.54102,-1.009
0.90747,-0.23599
0.92942,0.20297
-0.070969,-0.85123
1.1193,0.20012
0.92208,-0.39069
0.60138,-0.8054
0.77829,0.54075
0.90299,0.30611
0.65894,-0.454
0.86691,-0.2129
0.67823,-0.78626
0.94133,-0.72147
0.59046,0.93467
0.16113,1.0844
0.68137,0.48248
0.6876,-0.55946
1.0457,0.2354
0.90232,-0.30742
0.80029,-0.36306
0.71337,0.74228
0.11323,0.79775
0.96866,0.22311
0.6588,0.33346
0.90216,-0.63252
1.0099,-0.27299
1.054,-0.23287
0.54127,0.80054
1.1092,-0.32348
0.96672,0.12031
0.96374,0.42621
0.90839,-0.21121
0.96302,-0.61776
0.94018,-0.24682
0.96686,-0.60447
0.89139,-0.25502
0.90937,0.53803
1.106,-0.030352
0.8201,0.54796
0.53752,-0.87338
0.94142,-0.022783
0.6188,-0.85438
0.9567,0.082682
0.48671,-0.61022
0.94711,0.40753
0.8617,0.62153
0.87944,-0.20396
0.92881,0.19513
0.76106,0.46903
0.89063,0.43529
0.91762,0.074783
0.26493,-1.0354
1.1044,-0.33433
0.10642,-1.1284
1.0192,-0.28835
0.69468,0.60665
1.1421,0.36234
-0.14366,1.0578
1.1072,-0.037907
0.95458,0.4581
0.99621,0.17292
0.8197,-0.51189
0.93755,0.0064064
0.93114,-0.38123
0.88045,-0.51585
0.85696,-0.42009
0.93298,-0.21399
-0.31455,0.90495
1.0069,-0.42966
0.78422,-0.57828
