-0.69961,-0.72548
0.83109,-0.53715
0.96171,0.10765
0.92279,0.36877
0.42256,-0.76515
0.91327,-0.41132
-0.73284,-0.77369
-0.22917,1.0539
0.77478,-0.68883
1.1265,0.3114
-0.07754,-1.1202
0.93446,-0.40775
0.52808,0.89775
0.36023,-0.91595
1.1564,0.48751
0.39798,-0.93402
0.73805,0.59116
0.98086,0.45278
1.0849,0.020111
-0.37362,1.0912
-0.10002,-1.0366
0.81492,0.58473
-0.23375,0.92007
0.96259,0.23411
0.70359,0.63813
1.0261,-0.16395
0.683,0.7152
-0.30799,-1.1186
0.46273,-0.8251
0.35022,-0.93128
0.49528,-0.90853
-0.7543,0.7388
-0.087016,0.99561
0.71473,-0.57849
0.98218,0.4633
-0.11046,-0.94169
0.75372,-0.70642
0.93041,-0.25296
1.0208,0.36138
0.53899,0.96872
0.90512,0.42647
1.0027,0.094952
0.24771,0.84255
0.99151,0.011505
0.69332,0.54298
-0.45578,0.87256
0.48435,-0.81182
0.95212,-0.41282
0.67673,-0.78383
-0.047663,-0.92643
0.59234,0.88989
0.9284,-0.51799
-0.27053,-0.94593
0.4677,-0.95219
0.65294,0.86343
0.68424,0.54745
0.97834,0.13134
-0.11179,-1.0815
0.76967,-0.45592
0.47948,-0.86971
0.3123,0.88801
0.78916,-0.83568
0.69652,0.79911
-0.17984,1.1661
0.21896,0.91732
0.89653,0.72638
0.14877,-0.97919
-0.75988,0.64823
0.34869,-0.96084
0.94308,-0.67445
0.91355,0.053097
0.77788,0.59327
0.83816,0.28298
0.76027,-0.69071
0.5581,-0.82585
-0.032429,-0.96897
0.9791,-0.41442
1.0853,-0.43187
0.9744,-0.10616
0.83838,-0.46653
0.76417,0.59374
0.86596,-0.17084
0.87265,-0.4673
0.99585,-0.10094
-0.14712,0.9637
1.0733,0.0048252
0.38116,0.98417
1.0773,-0.33942
0.55121,-0.6415
0.14927,0.9985
0.89386,0.50056
0.82466,-0.46243
0.19864,0.93506
0.92134,-0.12317
1.1943,-0.11494
0.9527,0.095207
1.0578,-0.1248
1.0812,-0.030514
0.10557,-1.0085
0.99786,0.64791
-0.7302,-0.66435
0.85107,-0.082136
0.3851,-0.85688
0.88279,0.5878
0.59565,-0.77264
0.71762,0.77437
0.83286,-0.5947
0.44288,-0.75733
0.81056,0.251
1.0689,-0.31655
0.94697,-0.50372
0.8912,-0.45667
0.81669,0.81155
1.0658,-0.61573
0.91638,-0.16758
0.83181,-0.68434
1.0276,-0.16604
0.71713,-0.93689
0.89017,0.48144
0.9846,0.36737
0.77067,0.79312
0.6932,0.39183
0.94644,0.31969
0.95683,0.13575
-0.023463,0.81625
1.0064,0.13694
0.98943,-0.3229
0.93257,0.38289
0.92267,-0.33637
0.079195,-1.0085
0.71655,-0.59273
0.81125,-0.78152
0.87481,0.35171
0.75493,0.46512
0.86033,-0.27285
1.0343,0.30359
0.64215,-0.73202
1.1329,-0.1486
1.0083,-0.41923
0.6531,0.71663
0.42759,0.75237
0.867,-0.48837
-0.37436,-0.90153
1.0536,0.048755
0.48255,0.99194
0.42064,0.92047
0.82456,0.59154
0.47462,0.73082
0.71698,-0.79836
0.31399,-0.85944
0.84315,0.40235
0.9424,-0.1134
0.55738,-0.8633
0.81185,0.98174
0.23145,0.91005
0.99988,0.23743
1.0065,0.23349
1.0395,-0.029463
0.76062,-0.63157
1.171,0.052984
0.632,0.71856
0.33074,-0.91428
0.53739,0.80532
0.42779,0.92068
1.0744,-0.17155
1.1106,-0.18658
0.17717,0.88838
0.90491,0.52621
0.72138,0.42745
1.0834,-0.11639
0.67428,-0.79862
0.90547,-0.6528
1.0154,0.41056
0.58036,-0.73156
1.0426,0.083615
0.66935,-0.85353
0.17464,-0.94401
